tag_a,tag_b,n_a,n_b,n_both,reach,demand_both,max_ccu,best_game,avg_rating,best_url
genre:Action RPG,upgrade,36,357,3,390,34678,30320,Attack on Titan Revolution,93.4,https://www.roblox.com/games/13379208636
build,genre:Life,372,72,8,436,51106,29993,[🛋️] Welcome to Bloxburg 🏡,87.4,https://www.roblox.com/games/185655149
hide,parkour,69,45,1,113,28685,28685,Evade [💀3D NEXTBOTS],93.9,https://www.roblox.com/games/9872472334
fight,genre:Incremental Simulator,223,512,44,691,75777,28577,Slime RNG,89.7,https://www.roblox.com/games/92416421522960
fight,lucky,223,77,6,294,31564,28577,Slime RNG,88.8,https://www.roblox.com/games/92416421522960
fight,rng,223,54,9,268,31054,28577,Slime RNG,76.0,https://www.roblox.com/games/92416421522960
fight,roll,223,98,9,312,42813,28577,Slime RNG,80.2,https://www.roblox.com/games/92416421522960
fight,slime,223,42,3,262,28588,28577,Slime RNG,78.5,https://www.roblox.com/games/92416421522960
genre:Incremental Simulator,lucky,512,77,16,573,30359,28577,Slime RNG,91.6,https://www.roblox.com/games/92416421522960
genre:Incremental Simulator,slime,512,42,19,535,31834,28577,Slime RNG,84.2,https://www.roblox.com/games/92416421522960
lucky,rng,77,54,9,122,29796,28577,Slime RNG,90.9,https://www.roblox.com/games/92416421522960
lucky,slime,77,42,2,117,28577,28577,Slime RNG,89.5,https://www.roblox.com/games/92416421522960
lucky,upgrade,77,357,22,412,53708,28577,Slime RNG,89.0,https://www.roblox.com/games/92416421522960
rng,slime,54,42,1,95,28577,28577,Slime RNG,98.0,https://www.roblox.com/games/92416421522960
rng,upgrade,54,357,21,390,40198,28577,Slime RNG,85.8,https://www.roblox.com/games/92416421522960
roll,slime,98,42,3,137,28624,28577,Slime RNG,69.1,https://www.roblox.com/games/92416421522960
roll,upgrade,98,357,29,426,69304,28577,Slime RNG,86.0,https://www.roblox.com/games/92416421522960
slime,upgrade,42,357,8,391,31558,28577,Slime RNG,83.0,https://www.roblox.com/games/92416421522960
craft,genre:Battlegrounds & Fighting,55,131,1,185,27750,27750,BedWars,82.2,https://www.roblox.com/games/6872265039
craft,lucky,55,77,2,130,27791,27750,BedWars,88.8,https://www.roblox.com/games/6872265039
craft,run,55,222,3,274,41687,27750,BedWars,83.7,https://www.roblox.com/games/6872265039
genre:Battlegrounds & Fighting,lucky,131,77,4,204,31456,27750,BedWars,78.8,https://www.roblox.com/games/6872265039
lucky,run,77,222,9,290,52297,27750,BedWars,91.6,https://www.roblox.com/games/6872265039
food,hide,93,69,4,158,26368,26313,My Jail Cell!,85.3,https://www.roblox.com/games/91746497060666
food,monster,93,77,2,168,26862,26313,My Jail Cell!,76.7,https://www.roblox.com/games/91746497060666
food,pet,93,222,9,306,26766,26313,My Jail Cell!,84.7,https://www.roblox.com/games/91746497060666
hide,monster,69,77,3,143,27886,26313,My Jail Cell!,77.4,https://www.roblox.com/games/91746497060666
hide,pet,69,222,2,289,26384,26313,My Jail Cell!,76.0,https://www.roblox.com/games/91746497060666
monster,pet,77,222,11,288,59145,26313,My Jail Cell!,92.5,https://www.roblox.com/games/91746497060666
build,merge,372,54,11,415,35576,25633,Merge a Nuke!,86.6,https://www.roblox.com/games/128784467030899
build,steal,372,94,11,455,33332,25633,Merge a Nuke!,86.3,https://www.roblox.com/games/128784467030899
genre:Tycoon,merge,451,54,23,482,46775,25633,Merge a Nuke!,87.7,https://www.roblox.com/games/128784467030899
merge,steal,54,94,3,145,25650,25633,Merge a Nuke!,76.0,https://www.roblox.com/games/128784467030899
animal,build,67,372,14,425,56499,25580,[🪏] Catch And Tame!,90.1,https://www.roblox.com/games/96645548064314
animal,genre:Tycoon,67,451,25,493,54624,25580,[🪏] Catch And Tame!,90.4,https://www.roblox.com/games/96645548064314
animal,pet,67,222,15,274,27829,25580,[🪏] Catch And Tame!,86.4,https://www.roblox.com/games/96645548064314
genre:Tycoon,pet,451,222,31,642,42819,25580,[🪏] Catch And Tame!,88.0,https://www.roblox.com/games/96645548064314
anime,genre:Sports,77,16,3,90,41691,25513,[⚖️KIYORA] Blue Lock: Rivals,95.4,https://www.roblox.com/games/18668065416
battle,brainrot,139,131,2,268,25432,24542,Lucky Block Rush,97.4,https://www.roblox.com/games/84575720768520
battle,collect,139,402,26,515,55485,24542,Lucky Block Rush,86.3,https://www.roblox.com/games/84575720768520
battle,genre:Tycoon,139,451,10,580,25439,24542,Lucky Block Rush,85.8,https://www.roblox.com/games/84575720768520
battle,lucky,139,77,6,210,28718,24542,Lucky Block Rush,82.0,https://www.roblox.com/games/84575720768520
battle,tag,139,190,5,324,26336,24542,Lucky Block Rush,85.9,https://www.roblox.com/games/84575720768520
brainrot,tag,131,190,17,304,33982,24542,Lucky Block Rush,86.2,https://www.roblox.com/games/84575720768520
collect,tag,402,190,24,568,50699,24542,Lucky Block Rush,92.4,https://www.roblox.com/games/84575720768520
genre:Tycoon,tag,451,190,22,619,45558,24542,Lucky Block Rush,87.2,https://www.roblox.com/games/84575720768520
lucky,tag,77,190,9,258,30066,24542,Lucky Block Rush,95.4,https://www.roblox.com/games/84575720768520
boat,car,31,105,4,132,35667,24458,[PORSCHE UPDATE] Driving Empire 🏎️ Car Racing📦RP,88.8,https://www.roblox.com/games/3351674303
boat,genre:Vehicle Sim,31,100,10,121,32071,24458,[PORSCHE UPDATE] Driving Empire 🏎️ Car Racing📦RP,78.7,https://www.roblox.com/games/3351674303
car,genre:Vehicle Sim,105,100,32,173,91691,24458,[PORSCHE UPDATE] Driving Empire 🏎️ Car Racing📦RP,84.8,https://www.roblox.com/games/3351674303
anime,genre:Incremental Simulator,77,512,20,569,51666,24192,[🔥UPDATE 2] Anime Astral Simulator,95.8,https://www.roblox.com/games/113236157544232
anime,simulator,77,229,7,299,32632,24192,[🔥UPDATE 2] Anime Astral Simulator,94.9,https://www.roblox.com/games/113236157544232
anime,train,77,185,13,249,34205,24192,[🔥UPDATE 2] Anime Astral Simulator,95.7,https://www.roblox.com/games/113236157544232
fight,simulator,223,229,24,428,42490,24192,[🔥UPDATE 2] Anime Astral Simulator,86.0,https://www.roblox.com/games/113236157544232
simulator,train,229,185,37,377,52809,24192,[🔥UPDATE 2] Anime Astral Simulator,87.7,https://www.roblox.com/games/113236157544232
build,ocean,372,40,8,404,32740,23158,[🦑] 100 Days At Sea,87.2,https://www.roblox.com/games/70411440483149
build,survive,372,243,45,570,141253,23158,[🦑] 100 Days At Sea,83.9,https://www.roblox.com/games/70411440483149
ocean,survive,40,243,11,272,32742,23158,[🦑] 100 Days At Sea,83.7,https://www.roblox.com/games/70411440483149
genre:Deathmatch Shooter,jump,15,151,3,163,30425,22715,🔥Hypershot,94.0,https://www.roblox.com/games/17516596118
defense,simulator,53,229,3,279,22229,22183,[🟣]  Tower Defense Simulator,89.8,https://www.roblox.com/games/3260590327
defense,zombie,53,73,12,114,51238,22183,[🟣]  Tower Defense Simulator,87.0,https://www.roblox.com/games/3260590327
genre:Tower Defense,simulator,42,229,2,269,22218,22183,[🟣]  Tower Defense Simulator,90.3,https://www.roblox.com/games/3260590327
genre:Tower Defense,zombie,42,73,7,108,23243,22183,[🟣]  Tower Defense Simulator,76.7,https://www.roblox.com/games/3260590327
simulator,tower,229,172,7,394,24893,22183,[🟣]  Tower Defense Simulator,83.6,https://www.roblox.com/games/3260590327
simulator,zombie,229,73,4,298,23869,22183,[🟣]  Tower Defense Simulator,75.7,https://www.roblox.com/games/3260590327
tower,zombie,172,73,4,241,25381,22183,[🟣]  Tower Defense Simulator,93.2,https://www.roblox.com/games/3260590327
genre:Incremental Simulator,rebirth,512,170,96,586,72020,22153,[🔱]+1 Muscle to Arm Wrestle,88.6,https://www.roblox.com/games/134750648450964
rebirth,upgrade,170,357,59,468,47145,22153,[🔱]+1 Muscle to Arm Wrestle,85.6,https://www.roblox.com/games/134750648450964
genre:Tycoon,spin,451,46,14,483,28236,21352,[🏆] Spin a Soccer Card,92.8,https://www.roblox.com/games/112490729816320
genre:Tycoon,tap,451,59,6,504,28091,21352,[🏆] Spin a Soccer Card,84.0,https://www.roblox.com/games/112490729816320
spin,tap,46,59,5,100,22394,21352,[🏆] Spin a Soccer Card,88.0,https://www.roblox.com/games/112490729816320
build,genre:Action RPG,372,36,2,406,23230,21315,[2x🍀] Broken Blade [Yamato],93.0,https://www.roblox.com/games/97387256206808
build,monster,372,77,14,435,54991,21315,[2x🍀] Broken Blade [Yamato],90.7,https://www.roblox.com/games/97387256206808
genre:Action RPG,monster,36,77,5,108,38040,21315,[2x🍀] Broken Blade [Yamato],89.8,https://www.roblox.com/games/97387256206808
drive,genre:Vehicle Sim,76,100,31,145,53139,21191,(LIMITED x EVENT UPDATE 🐂) Drag Drive Simulator,81.1,https://www.roblox.com/games/131378148336503
drive,simulator,76,229,13,292,24558,21191,(LIMITED x EVENT UPDATE 🐂) Drag Drive Simulator,79.7,https://www.roblox.com/games/131378148336503
genre:Vehicle Sim,simulator,100,229,28,301,32998,21191,(LIMITED x EVENT UPDATE 🐂) Drag Drive Simulator,76.2,https://www.roblox.com/games/131378148336503
escape,fight,226,223,6,443,34159,20852,[🔥] Ink Game,84.7,https://www.roblox.com/games/99567941238278
escape,survive,226,243,32,437,89718,20852,[🔥] Ink Game,77.5,https://www.roblox.com/games/99567941238278
battle,grow,139,202,7,334,20643,20461,[NOW] Catch a Monster,80.0,https://www.roblox.com/games/98664161516921
battle,hatch,139,108,4,243,20502,20461,[NOW] Catch a Monster,95.2,https://www.roblox.com/games/98664161516921
battle,monster,139,77,8,208,29215,20461,[NOW] Catch a Monster,90.7,https://www.roblox.com/games/98664161516921
battle,pet,139,222,16,345,38913,20461,[NOW] Catch a Monster,89.1,https://www.roblox.com/games/98664161516921
collect,hatch,402,108,39,471,30415,20461,[NOW] Catch a Monster,89.7,https://www.roblox.com/games/98664161516921
collect,monster,402,77,16,463,53119,20461,[NOW] Catch a Monster,92.5,https://www.roblox.com/games/98664161516921
grow,hatch,202,108,26,284,30299,20461,[NOW] Catch a Monster,90.7,https://www.roblox.com/games/98664161516921
grow,monster,202,77,5,274,36051,20461,[NOW] Catch a Monster,92.8,https://www.roblox.com/games/98664161516921
grow,pet,202,222,25,399,24284,20461,[NOW] Catch a Monster,79.8,https://www.roblox.com/games/98664161516921
hatch,monster,108,77,3,182,20502,20461,[NOW] Catch a Monster,94.5,https://www.roblox.com/games/98664161516921
hatch,pet,108,222,63,267,41991,20461,[NOW] Catch a Monster,90.0,https://www.roblox.com/games/98664161516921
animal,cook,67,52,3,116,20974,20444,Run a Restaurant!,91.6,https://www.roblox.com/games/77843161404023
animal,restaurant,67,54,1,120,20444,20444,Run a Restaurant!,98.8,https://www.roblox.com/games/77843161404023
animal,run,67,222,6,283,25327,20444,Run a Restaurant!,87.9,https://www.roblox.com/games/77843161404023
animal,serve,67,45,1,111,20444,20444,Run a Restaurant!,98.8,https://www.roblox.com/games/77843161404023
build,cook,372,52,14,410,42865,20444,Run a Restaurant!,87.5,https://www.roblox.com/games/77843161404023
build,restaurant,372,54,14,412,39543,20444,Run a Restaurant!,88.8,https://www.roblox.com/games/77843161404023
build,run,372,222,12,582,31903,20444,Run a Restaurant!,85.1,https://www.roblox.com/games/77843161404023
build,serve,372,45,14,403,41335,20444,Run a Restaurant!,83.8,https://www.roblox.com/games/77843161404023
cook,genre:Tycoon,52,451,19,484,50612,20444,Run a Restaurant!,89.5,https://www.roblox.com/games/77843161404023
cook,restaurant,52,54,20,86,45952,20444,Run a Restaurant!,88.2,https://www.roblox.com/games/77843161404023
cook,run,52,222,7,267,24419,20444,Run a Restaurant!,84.7,https://www.roblox.com/games/77843161404023
cook,serve,52,45,14,83,40216,20444,Run a Restaurant!,85.2,https://www.roblox.com/games/77843161404023
genre:Tycoon,restaurant,451,54,22,483,46924,20444,Run a Restaurant!,90.6,https://www.roblox.com/games/77843161404023
genre:Tycoon,run,451,222,41,632,63354,20444,Run a Restaurant!,87.1,https://www.roblox.com/games/77843161404023
genre:Tycoon,serve,451,45,11,485,36800,20444,Run a Restaurant!,84.8,https://www.roblox.com/games/77843161404023
restaurant,run,54,222,9,267,25088,20444,Run a Restaurant!,83.8,https://www.roblox.com/games/77843161404023
restaurant,serve,54,45,16,83,41289,20444,Run a Restaurant!,85.7,https://www.roblox.com/games/77843161404023
run,serve,222,45,8,259,22770,20444,Run a Restaurant!,81.9,https://www.roblox.com/games/77843161404023
genre:Sports,kick,16,31,1,46,20391,20391,[🏆⚽] FIFA Super Soccer,81.8,https://www.roblox.com/games/12177325772
bake,survive,11,243,1,253,20127,20127,🍰 Bake or Die 💀,92.2,https://www.roblox.com/games/86479448397834
bake,zombie,11,73,1,83,20127,20127,🍰 Bake or Die 💀,92.2,https://www.roblox.com/games/86479448397834
horror,serve,57,45,4,98,21436,19944,Scary Shawarma Kiosk: the ANOMALY [horror],88.0,https://www.roblox.com/games/137826330724902
horror,tap,57,59,3,113,19970,19944,Scary Shawarma Kiosk: the ANOMALY [horror],71.3,https://www.roblox.com/games/137826330724902
serve,tap,45,59,1,103,19944,19944,Scary Shawarma Kiosk: the ANOMALY [horror],89.9,https://www.roblox.com/games/137826330724902
build,defense,372,53,17,408,28684,19686,[UPD] 🧟 Survive the Apocalypse,85.9,https://www.roblox.com/games/90148635862803
build,escape,372,226,9,589,49874,19686,[UPD] 🧟 Survive the Apocalypse,85.9,https://www.roblox.com/games/90148635862803
build,zombie,372,73,11,434,27479,19686,[UPD] 🧟 Survive the Apocalypse,83.5,https://www.roblox.com/games/90148635862803
city,defense,85,53,2,136,19695,19686,[UPD] 🧟 Survive the Apocalypse,80.2,https://www.roblox.com/games/90148635862803
city,escape,85,226,6,305,25317,19686,[UPD] 🧟 Survive the Apocalypse,86.7,https://www.roblox.com/games/90148635862803
city,survive,85,243,6,322,24614,19686,[UPD] 🧟 Survive the Apocalypse,74.4,https://www.roblox.com/games/90148635862803
city,zombie,85,73,6,152,20342,19686,[UPD] 🧟 Survive the Apocalypse,82.1,https://www.roblox.com/games/90148635862803
defense,escape,53,226,1,278,19686,19686,[UPD] 🧟 Survive the Apocalypse,94.3,https://www.roblox.com/games/90148635862803
defense,survive,53,243,11,285,46556,19686,[UPD] 🧟 Survive the Apocalypse,93.1,https://www.roblox.com/games/90148635862803
escape,zombie,226,73,2,297,20037,19686,[UPD] 🧟 Survive the Apocalypse,79.8,https://www.roblox.com/games/90148635862803
fight,spin,223,46,4,265,19509,19291,untitled boxing game 🥊,86.9,https://www.roblox.com/games/13621938427
genre:Battlegrounds & Fighting,spin,131,46,1,176,19291,19291,untitled boxing game 🥊,87.1,https://www.roblox.com/games/13621938427
escape,horror,226,57,10,273,30180,18862,Lethal Ape (update),76.3,https://www.roblox.com/games/15318113891
escape,monster,226,77,13,290,34930,18862,Lethal Ape (update),80.0,https://www.roblox.com/games/15318113891
genre:Escape,monster,56,77,8,125,42510,18862,Lethal Ape (update),86.2,https://www.roblox.com/games/15318113891
genre:Escape,survive,56,243,13,286,40559,18862,Lethal Ape (update),84.4,https://www.roblox.com/games/15318113891
horror,monster,57,77,6,128,19518,18862,Lethal Ape (update),80.1,https://www.roblox.com/games/15318113891
monster,survive,77,243,20,300,48931,18862,Lethal Ape (update),84.2,https://www.roblox.com/games/15318113891
genre:Match & Merge,tower,14,172,1,185,18768,18768,[👥UPD] Librarian: Tidy Up Roblox Library,85.4,https://www.roblox.com/games/139937995319383
city,pet,85,222,4,303,17551,16139,Metro Life 🏡 City RP,78.0,https://www.roblox.com/games/12985361032
genre:Life,pet,72,222,7,287,20109,16139,Metro Life 🏡 City RP,83.8,https://www.roblox.com/games/12985361032
city,genre:Open World Action,85,18,6,97,18215,15872,🎉 [CH 4] Jailbreak  ,82.2,https://www.roblox.com/games/606849621
city,upgrade,85,357,5,437,15942,15872,🎉 [CH 4] Jailbreak  ,81.4,https://www.roblox.com/games/606849621
genre:Open World Action,upgrade,18,357,1,374,15872,15872,🎉 [CH 4] Jailbreak  ,87.7,https://www.roblox.com/games/606849621
build,tycoon,372,137,72,437,72718,15789,[🏢] Restaurant Tycoon 3,86.2,https://www.roblox.com/games/119048529960596
collect,cook,402,52,4,450,16323,15789,[🏢] Restaurant Tycoon 3,80.3,https://www.roblox.com/games/119048529960596
collect,restaurant,402,54,1,455,15789,15789,[🏢] Restaurant Tycoon 3,95.3,https://www.roblox.com/games/119048529960596
collect,serve,402,45,5,442,15802,15789,[🏢] Restaurant Tycoon 3,80.9,https://www.roblox.com/games/119048529960596
collect,tycoon,402,137,15,524,29501,15789,[🏢] Restaurant Tycoon 3,89.3,https://www.roblox.com/games/119048529960596
collect,upgrade,402,357,84,675,64888,15789,[🏢] Restaurant Tycoon 3,87.8,https://www.roblox.com/games/119048529960596
cook,tycoon,52,137,11,178,19779,15789,[🏢] Restaurant Tycoon 3,92.2,https://www.roblox.com/games/119048529960596
cook,upgrade,52,357,7,402,16053,15789,[🏢] Restaurant Tycoon 3,90.4,https://www.roblox.com/games/119048529960596
genre:Tycoon,upgrade,451,357,110,698,118051,15789,[🏢] Restaurant Tycoon 3,87.6,https://www.roblox.com/games/119048529960596
restaurant,tycoon,54,137,13,178,20102,15789,[🏢] Restaurant Tycoon 3,92.9,https://www.roblox.com/games/119048529960596
restaurant,upgrade,54,357,7,404,16835,15789,[🏢] Restaurant Tycoon 3,91.8,https://www.roblox.com/games/119048529960596
serve,tycoon,45,137,5,177,15894,15789,[🏢] Restaurant Tycoon 3,79.5,https://www.roblox.com/games/119048529960596
serve,upgrade,45,357,9,393,18180,15789,[🏢] Restaurant Tycoon 3,88.0,https://www.roblox.com/games/119048529960596
tycoon,upgrade,137,357,23,471,24992,15789,[🏢] Restaurant Tycoon 3,87.6,https://www.roblox.com/games/119048529960596
boat,build,31,372,9,394,25494,15543,Build A Boat For Treasure,86.7,https://www.roblox.com/games/537413528
boat,genre:Sandbox,31,69,4,96,19380,15543,Build A Boat For Treasure,91.0,https://www.roblox.com/games/537413528
build,genre:Sandbox,372,69,43,398,67598,15543,Build A Boat For Treasure,80.5,https://www.roblox.com/games/537413528
genre:Incremental Simulator,monster,512,77,18,571,24620,15496,Bee Swarm Simulator,93.1,https://www.roblox.com/games/1537690962
grow,simulator,202,229,20,411,16374,15496,Bee Swarm Simulator,74.9,https://www.roblox.com/games/1537690962
monster,simulator,77,229,8,298,16486,15496,Bee Swarm Simulator,89.7,https://www.roblox.com/games/1537690962
